county name,race name,candidate,party,early votes,election day votes,absentee votes,total votes
Worcester,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,26,,0,117
Worcester,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,112,,0,497
Worcester,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,63,,0,275
Worcester,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,867,,0,"3,834"
Worcester,Democratic Candidates ,Peter Franchot,Democratic,680,,0,"2,580"
Worcester,"Attorney General

Republican Candidates ",Craig Wolf,Republican,938,,0,"4,041"
Worcester,Democratic Candidates ,Brian E. Frosh,Democratic,678,,0,"2,486"
Worcester,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,283,,0,986
Worcester,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,288,,0,"1,235"
Worcester,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,12,,0,78
Worcester,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,4,,0,40
Worcester,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,54,,0,274
Worcester,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,129,,0,715
Worcester,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,8,,0,44
Worcester,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,9,,0,54
Worcester,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,33,,0,167
Worcester,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,59,,0,259
Worcester,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,38,,0,142
Worcester,Democratic Candidates ,Ben Cardin,Democratic,696,,0,"2,335"
Worcester,Democratic Candidates ,Erik Jetmir,Democratic,8,,0,53
Worcester,Democratic Candidates ,Chelsea Manning,Democratic,27,,0,199
Worcester,Democratic Candidates ,Marcia H. Morgan,Democratic,11,,0,73
Worcester,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,12,,0,86
Worcester,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,7,,0,55
Worcester,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,14,,0,89
Worcester,Democratic Candidates ,Lih Young,Democratic,9,,0,56
Worcester,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,100,,0,452
Worcester,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,982,,0,"4,173"
Worcester,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,46,,0,212
Worcester,Democratic Candidates ,Michael Brown,Democratic,93,,0,441
Worcester,Democratic Candidates ,Jesse Colvin,Democratic,403,,0,"1,328"
Worcester,Democratic Candidates ,Allison Galbraith,Democratic,117,,0,578
Worcester,Democratic Candidates ,Erik Lane,Democratic,12,,0,53
Worcester,Democratic Candidates ,Michael Pullen,Democratic,108,,0,332
Worcester,Democratic Candidates ,Steve Worton,Democratic,18,,0,96
Worcester,"State Senator

District 38
Republican Candidates ",Mary Beth Carozza,Republican,"1,055",,0,"4,573"
Worcester,Democratic Candidates ,Jim Mathias,Democratic,739,,0,"2,748"
Worcester,"House of Delegates

District 38A
Republican Candidates ",Charles James Otto,Republican,248,,0,"1,345"
Worcester,Democratic Candidates ,"Kirkland J. Hall, Sr.",Democratic,190,,0,847
Worcester,"District 38C
Republican Candidates ",Wayne A. Hartman,Republican,408,,0,"1,609"
Worcester,"District 38C
Republican Candidates ",Joe Schanno,Republican,366,,0,"1,391"
Worcester,"District 38C
Republican Candidates ",Jim Shaffer,Republican,19,,0,105
Worcester,"District 38C
Republican Candidates ",Ed Tinus,Republican,72,,0,287
Worcester,"Judge of the Circuit Court

Judicial Circuit 1
Republican Ballot ","Mary ""Peggy"" Kent",,801,,0,"3,443"
Worcester,"Judge of the Circuit Court

Judicial Circuit 1
Republican Ballot ",Beau H. Oglesby,,963,,0,"4,009"
Worcester,Democratic Ballot ,"Mary ""Peggy"" Kent",,622,,0,"2,261"
Worcester,Democratic Ballot ,Beau H. Oglesby,,548,,0,"2,081"
