county,race,party,candidate,votes
Oregon,U.S. Senator,Republican,Courtland Sykes,22
Oregon,U.S. Senator,Republican,Peter Pfeifer,59
Oregon,U.S. Senator,Democratic,Carla (Coffee) Wright,31
Oregon,U.S. Senator,Democratic,Angelica Earl,13
Oregon,U.S. Senator,Democratic,Leonard Joseph Steinman II,14
Oregon,U.S. Senator,Democratic,John Hogan,29
Oregon,U.S. Senator,Democratic,Travis Gonzalez,6
Oregon,U.S. Senator,Democratic,David Faust,15
Oregon,U.S. Senator,Democratic,Claire McCaskill,371
Oregon,U.S. Senator,Libertarian,Japheth Campbell,2
Oregon,U.S. Senator,Green,Jo Crain,0
Oregon,U.S. Senator,Green,Jerome Bauer,0
Oregon,State Auditor,Republican,Kevin M. Roach,277
Oregon,State Auditor,Republican,David Wasinger,339
Oregon,State Auditor,Republican,Paul Curtman,169
Oregon,State Auditor,Republican,Saundra McDowell,429
Oregon,State Auditor,Democratic,Nicole Galloway,407
Oregon,State Auditor,Libertarian,Sean O'Toole,2
Oregon,State Auditor,Green,Don Fitz,0
Oregon,State Auditor,Constitution,Jacob Luetkemeyer,1
Oregon,U.S. Representative - District 8,Republican,Jason Smith,"1,297"
Oregon,U.S. Representative - District 8,Democratic,Kathy Ellis,412
Oregon,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,2
Oregon,State Representative - District 143,Republican,Jack Bates,539
Oregon,State Representative - District 143,Republican,Jeffrey Pogue,948
Oregon,Circuit Judge - Circuit 37,Republican,Steven Privette,813
Oregon,Circuit Judge - Circuit 37,Republican,Melissa Stewart,742
Osage,U.S. Senator,Republican,Tony Monetti,183
Osage,U.S. Senator,Republican,Austin Petersen,295
Osage,U.S. Senator,Republican,Josh Hawley,"1,706"
Osage,U.S. Senator,Republican,Fred Ryman,31
Osage,U.S. Senator,Republican,Christina Smith,155
Osage,U.S. Senator,Republican,Kristi Nichols,212
Osage,U.S. Senator,Republican,Bradley Krembs,17
Osage,U.S. Senator,Republican,Ken Patterson,110
Osage,U.S. Senator,Republican,Brian G. Hagg,28
Osage,U.S. Senator,Republican,Courtland Sykes,27
Osage,U.S. Senator,Republican,Peter Pfeifer,74
Osage,U.S. Senator,Democratic,Carla (Coffee) Wright,44
Osage,U.S. Senator,Democratic,Angelica Earl,17
Osage,U.S. Senator,Democratic,Leonard Joseph Steinman II,53
Osage,U.S. Senator,Democratic,John Hogan,39
Osage,U.S. Senator,Democratic,Travis Gonzalez,8
Osage,U.S. Senator,Democratic,David Faust,26
Osage,U.S. Senator,Democratic,Claire McCaskill,535
Osage,U.S. Senator,Libertarian,Japheth Campbell,6
Osage,U.S. Senator,Green,Jo Crain,2
Osage,U.S. Senator,Green,Jerome Bauer,0
Osage,State Auditor,Republican,Kevin M. Roach,516
Osage,State Auditor,Republican,David Wasinger,542
Osage,State Auditor,Republican,Paul Curtman,646
Osage,State Auditor,Republican,Saundra McDowell,880
Osage,State Auditor,Democratic,Nicole Galloway,646
Osage,State Auditor,Libertarian,Sean O'Toole,6
Osage,State Auditor,Green,Don Fitz,2
Osage,State Auditor,Constitution,Jacob Luetkemeyer,1
Osage,U.S. Representative - District 3,Republican,Chadwick Bicknell,412
Osage,U.S. Representative - District 3,Republican,Blaine Luetkemeyer,"2,556"
Osage,U.S. Representative - District 3,Democratic,Katy Geppert,609
Osage,U.S. Representative - District 3,Libertarian,Donald V. Stolle,6
Osage,State Senator - District 6,Republican,Mike Bernskoetter,"2,631"
Osage,State Senator - District 6,Democratic,Bryan Struebig,167
Osage,State Senator - District 6,Democratic,Nicole Thompson,369
Osage,State Senator - District 6,Democratic,Mollie Kristen Freebairn,111
Osage,State Senator - District 6,Libertarian,Steven Wilson,6
Osage,State Representative - District 61,Republican,Aaron D. Griesheimer,"1,060"
Osage,State Representative - District 61,Democratic,Pamela A. Menefee,211
Osage,State Representative - District 62,Republican,Tom Hurst,"1,614"
Osage,State Representative - District 62,Democratic,Ashley D. Fajkowski,380
Osage,Circuit Judge - Circuit 20 Division 1,Republican,Craig E. Hellmann,"2,459"
Ozark,U.S. Senator,Republican,Tony Monetti,111
Ozark,U.S. Senator,Republican,Austin Petersen,97
Ozark,U.S. Senator,Republican,Josh Hawley,"1,178"
Ozark,U.S. Senator,Republican,Fred Ryman,25
Ozark,U.S. Senator,Republican,Christina Smith,137
Ozark,U.S. Senator,Republican,Kristi Nichols,174
Ozark,U.S. Senator,Republican,Bradley Krembs,19
Ozark,U.S. Senator,Republican,Ken Patterson,64
Ozark,U.S. Senator,Republican,Brian G. Hagg,31
Ozark,U.S. Senator,Republican,Courtland Sykes,25
Ozark,U.S. Senator,Republican,Peter Pfeifer,78
Ozark,U.S. Senator,Democratic,Carla (Coffee) Wright,10
Ozark,U.S. Senator,Democratic,Angelica Earl,8
Ozark,U.S. Senator,Democratic,Leonard Joseph Steinman II,3
Ozark,U.S. Senator,Democratic,John Hogan,10
Ozark,U.S. Senator,Democratic,Travis Gonzalez,2
Ozark,U.S. Senator,Democratic,David Faust,5
Ozark,U.S. Senator,Democratic,Claire McCaskill,205
Ozark,U.S. Senator,Libertarian,Japheth Campbell,5
Ozark,U.S. Senator,Green,Jo Crain,3
Ozark,U.S. Senator,Green,Jerome Bauer,1
Ozark,State Auditor,Republican,Kevin M. Roach,403
Ozark,State Auditor,Republican,David Wasinger,571
Ozark,State Auditor,Republican,Paul Curtman,212
Ozark,State Auditor,Republican,Saundra McDowell,548
Ozark,State Auditor,Democratic,Nicole Galloway,208
Ozark,State Auditor,Libertarian,Sean O'Toole,5
Ozark,State Auditor,Green,Don Fitz,4
Ozark,State Auditor,Constitution,Jacob Luetkemeyer,2
Ozark,U.S. Representative - District 8,Republican,Jason Smith,"1,710"
Ozark,U.S. Representative - District 8,Democratic,Kathy Ellis,213
Ozark,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,5
Ozark,State Representative - District 155,Republican,Karla Eslinger,"1,587"
Ozark,State Representative - District 155,Republican,Mike Lind,409
Ozark,State Representative - District 155,Republican,Jack L. Clemans,155
Ozark,Circuit Judge - Circuit 44,Republican,Craig Carter,"1,714"
Pemiscot,U.S. Senator,Republican,Tony Monetti,42
Pemiscot,U.S. Senator,Republican,Austin Petersen,39
Pemiscot,U.S. Senator,Republican,Josh Hawley,273
Pemiscot,U.S. Senator,Republican,Fred Ryman,13
Pemiscot,U.S. Senator,Republican,Christina Smith,19
Pemiscot,U.S. Senator,Republican,Kristi Nichols,30
Pemiscot,U.S. Senator,Republican,Bradley Krembs,6
Pemiscot,U.S. Senator,Republican,Ken Patterson,14
Pemiscot,U.S. Senator,Republican,Brian G. Hagg,6
Pemiscot,U.S. Senator,Republican,Courtland Sykes,86
Pemiscot,U.S. Senator,Republican,Peter Pfeifer,13
Pemiscot,U.S. Senator,Democratic,Carla (Coffee) Wright,191
Pemiscot,U.S. Senator,Democratic,Angelica Earl,38
Pemiscot,U.S. Senator,Democratic,Leonard Joseph Steinman II,42
Pemiscot,U.S. Senator,Democratic,John Hogan,141
Pemiscot,U.S. Senator,Democratic,Travis Gonzalez,37
Pemiscot,U.S. Senator,Democratic,David Faust,105
Pemiscot,U.S. Senator,Democratic,Claire McCaskill,675
Pemiscot,U.S. Senator,Libertarian,Japheth Campbell,4
Pemiscot,U.S. Senator,Green,Jo Crain,0
Pemiscot,U.S. Senator,Green,Jerome Bauer,0
Pemiscot,State Auditor,Republican,Kevin M. Roach,142
Pemiscot,State Auditor,Republican,David Wasinger,64
Pemiscot,State Auditor,Republican,Paul Curtman,65
Pemiscot,State Auditor,Republican,Saundra McDowell,189
Pemiscot,State Auditor,Democratic,Nicole Galloway,969
Pemiscot,State Auditor,Libertarian,Sean O'Toole,4
Pemiscot,State Auditor,Green,Don Fitz,0
Pemiscot,State Auditor,Constitution,Jacob Luetkemeyer,1
Pemiscot,U.S. Representative - District 8,Republican,Jason Smith,492
Pemiscot,U.S. Representative - District 8,Democratic,Kathy Ellis,968
Pemiscot,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,4
Pemiscot,State Representative - District 149,Republican,Don Rone,162
Pemiscot,State Representative - District 149,Democratic,Bill Burlison,298
Pemiscot,State Representative - District 150,Republican,Andrew McDaniel,359
Pemiscot,State Representative - District 150,Democratic,Josh Rittenberry,717
Pemiscot,Circuit Judge - Circuit 34,Republican,"Daniel Cornacchione, Sr.",422
Pemiscot,Circuit Judge - Circuit 34,Democratic,Edward Reeves,"1,267"
Perry,U.S. Senator,Republican,Tony Monetti,203
Perry,U.S. Senator,Republican,Austin Petersen,216
Perry,U.S. Senator,Republican,Josh Hawley,"1,786"
Perry,U.S. Senator,Republican,Fred Ryman,49
Perry,U.S. Senator,Republican,Christina Smith,323
Perry,U.S. Senator,Republican,Kristi Nichols,320
Perry,U.S. Senator,Republican,Bradley Krembs,29
Perry,U.S. Senator,Republican,Ken Patterson,144
Perry,U.S. Senator,Republican,Brian G. Hagg,28
Perry,U.S. Senator,Republican,Courtland Sykes,44
Perry,U.S. Senator,Republican,Peter Pfeifer,135
Perry,U.S. Senator,Democratic,Carla (Coffee) Wright,30
Perry,U.S. Senator,Democratic,Angelica Earl,7
Perry,U.S. Senator,Democratic,Leonard Joseph Steinman II,8
Perry,U.S. Senator,Democratic,John Hogan,20
Perry,U.S. Senator,Democratic,Travis Gonzalez,4
Perry,U.S. Senator,Democratic,David Faust,9
Perry,U.S. Senator,Democratic,Claire McCaskill,460
Perry,U.S. Senator,Libertarian,Japheth Campbell,4
Perry,U.S. Senator,Green,Jo Crain,1
Perry,U.S. Senator,Green,Jerome Bauer,0
Perry,State Auditor,Republican,Kevin M. Roach,702
Perry,State Auditor,Republican,David Wasinger,623
Perry,State Auditor,Republican,Paul Curtman,335
Perry,State Auditor,Republican,Saundra McDowell,"1,176"
Perry,State Auditor,Democratic,Nicole Galloway,433
Perry,State Auditor,Libertarian,Sean O'Toole,5
Perry,State Auditor,Green,Don Fitz,1
Perry,State Auditor,Constitution,Jacob Luetkemeyer,0
Perry,U.S. Representative - District 8,Republican,Jason Smith,"2,969"
Perry,U.S. Representative - District 8,Democratic,Kathy Ellis,450
Perry,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,4
Perry,State Representative - District 116,Republican,Dale L. Wright,893
Perry,State Representative - District 116,Democratic,Bill Kraemer,167
Perry,State Representative - District 145,Republican,Rick Francis,"2,005"
Perry,State Representative - District 145,Democratic,Ronald G. Pember,262
Perry,Circuit Judge - Circuit 32 Division 2,Republican,Benjamin F. Lewis,"2,732"
Pettis,U.S. Senator,Republican,Tony Monetti,668
Pettis,U.S. Senator,Republican,Austin Petersen,325
Pettis,U.S. Senator,Republican,Josh Hawley,"2,723"
Pettis,U.S. Senator,Republican,Fred Ryman,77
Pettis,U.S. Senator,Republican,Christina Smith,246
Pettis,U.S. Senator,Republican,Kristi Nichols,299
Pettis,U.S. Senator,Republican,Bradley Krembs,39
Pettis,U.S. Senator,Republican,Ken Patterson,133
Pettis,U.S. Senator,Republican,Brian G. Hagg,40
Pettis,U.S. Senator,Republican,Courtland Sykes,36
Pettis,U.S. Senator,Republican,Peter Pfeifer,89
Pettis,U.S. Senator,Democratic,Carla (Coffee) Wright,180
Pettis,U.S. Senator,Democratic,Angelica Earl,74
Pettis,U.S. Senator,Democratic,Leonard Joseph Steinman II,34
Pettis,U.S. Senator,Democratic,John Hogan,73
Pettis,U.S. Senator,Democratic,Travis Gonzalez,54
Pettis,U.S. Senator,Democratic,David Faust,48
Pettis,U.S. Senator,Democratic,Claire McCaskill,"1,830"
Pettis,U.S. Senator,Libertarian,Japheth Campbell,42
Pettis,U.S. Senator,Green,Jo Crain,2
Pettis,U.S. Senator,Green,Jerome Bauer,8
Pettis,State Auditor,Republican,Kevin M. Roach,"1,195"
Pettis,State Auditor,Republican,David Wasinger,740
Pettis,State Auditor,Republican,Paul Curtman,771
Pettis,State Auditor,Republican,Saundra McDowell,"1,508"
Pettis,State Auditor,Democratic,Nicole Galloway,"1,882"
Pettis,State Auditor,Libertarian,Sean O'Toole,41
Pettis,State Auditor,Green,Don Fitz,10
Pettis,State Auditor,Constitution,Jacob Luetkemeyer,8
Pettis,U.S. Representative - District 4,Republican,John Webb,"1,289"
Pettis,U.S. Representative - District 4,Republican,Vicky Hartzler,"3,499"
Pettis,U.S. Representative - District 4,Democratic,Renee Hoagenson,"1,367"
Pettis,U.S. Representative - District 4,Democratic,Hallie J Thompson,790
Pettis,U.S. Representative - District 4,Libertarian,Steven Koonse,10
Pettis,U.S. Representative - District 4,Libertarian,Mark Bliss,29
Pettis,State Senator - District 28,Republican,Sandy Crawford,"3,974"
Pettis,State Senator - District 28,Democratic,Joe Poor,"1,924"
Pettis,State Representative - District 48,Republican,Dave Muntzel,421
Pettis,State Representative - District 48,Democratic,Raymond (Jeff) Faubion,137
Pettis,State Representative - District 51,Republican,Dean A. Dohrman,411
Pettis,State Representative - District 51,Democratic,Vince Lutterbie,141
Pettis,State Representative - District 51,Libertarian,William Truman (Bill) Wayne,8
Pettis,State Representative - District 52,Republican,Bradley Pollitt,"2,623"
Pettis,State Representative - District 52,Democratic,Dan Marshall,"1,464"
Pettis,State Representative - District 54,Republican,Dan Houx,648
Pettis,State Representative - District 54,Democratic,James L. Williams,212
Pettis,Circuit Judge - Circuit 18,Republican,Robert Lawrence Koffman,"4,082"
Phelps,U.S. Senator,Republican,Tony Monetti,442
Phelps,U.S. Senator,Republican,Austin Petersen,493
Phelps,U.S. Senator,Republican,Josh Hawley,"3,933"
Phelps,U.S. Senator,Republican,Fred Ryman,85
Phelps,U.S. Senator,Republican,Christina Smith,420
Phelps,U.S. Senator,Republican,Kristi Nichols,465
Phelps,U.S. Senator,Republican,Bradley Krembs,46
Phelps,U.S. Senator,Republican,Ken Patterson,210
Phelps,U.S. Senator,Republican,Brian G. Hagg,82
Phelps,U.S. Senator,Republican,Courtland Sykes,286
Phelps,U.S. Senator,Republican,Peter Pfeifer,172
Phelps,U.S. Senator,Democratic,Carla (Coffee) Wright,81
Phelps,U.S. Senator,Democratic,Angelica Earl,51
Phelps,U.S. Senator,Democratic,Leonard Joseph Steinman II,16
Phelps,U.S. Senator,Democratic,John Hogan,36
Phelps,U.S. Senator,Democratic,Travis Gonzalez,24
Phelps,U.S. Senator,Democratic,David Faust,57
Phelps,U.S. Senator,Democratic,Claire McCaskill,"1,764"
Phelps,U.S. Senator,Libertarian,Japheth Campbell,18
Phelps,U.S. Senator,Green,Jo Crain,5
Phelps,U.S. Senator,Green,Jerome Bauer,1
Phelps,State Auditor,Republican,Kevin M. Roach,"1,786"
Phelps,State Auditor,Republican,David Wasinger,"1,487"
Phelps,State Auditor,Republican,Paul Curtman,880
Phelps,State Auditor,Republican,Saundra McDowell,"1,870"
Phelps,State Auditor,Democratic,Nicole Galloway,"1,846"
Phelps,State Auditor,Libertarian,Sean O'Toole,18
Phelps,State Auditor,Green,Don Fitz,6
Phelps,State Auditor,Constitution,Jacob Luetkemeyer,4
Phelps,U.S. Representative - District 8,Republican,Jason Smith,"6,269"
Phelps,U.S. Representative - District 8,Democratic,Kathy Ellis,"1,857"
Phelps,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,17
Phelps,State Senator - District 16,Republican,Justin Dan Brown,"3,133"
Phelps,State Senator - District 16,Republican,Diane Franklin,"1,094"
Phelps,State Senator - District 16,Republican,Keith Frederick,"2,832"
Phelps,State Senator - District 16,Democratic,Ryan Dillon,"1,853"
Phelps,State Representative - District 62,Republican,Tom Hurst,748
Phelps,State Representative - District 62,Democratic,Ashley D. Fajkowski,167
Phelps,State Representative - District 120,Republican,Jason Chipman,"2,208"
Phelps,State Representative - District 120,Democratic,Theresa Schmitt,561
Phelps,State Representative - District 121,Republican,Don Mayhew,"1,175"
Phelps,State Representative - District 121,Republican,Matt Miller,"1,349"
Phelps,State Representative - District 121,Republican,Bruce Goodrich,453
Phelps,State Representative - District 121,Democratic,Matt Heltz,981
Phelps,State Representative - District 142,Republican,Robert Ross,324
Phelps,Circuit Judge - Circuit 25 Division 1,Republican,Bill Hickle,"6,166"
Pike,U.S. Senator,Republican,Tony Monetti,255
Pike,U.S. Senator,Republican,Austin Petersen,205
Pike,U.S. Senator,Republican,Josh Hawley,"1,001"
Pike,U.S. Senator,Republican,Fred Ryman,48
Pike,U.S. Senator,Republican,Christina Smith,105
Pike,U.S. Senator,Republican,Kristi Nichols,124
Pike,U.S. Senator,Republican,Bradley Krembs,21
Pike,U.S. Senator,Republican,Ken Patterson,67
Pike,U.S. Senator,Republican,Brian G. Hagg,34
Pike,U.S. Senator,Republican,Courtland Sykes,31
Pike,U.S. Senator,Republican,Peter Pfeifer,71
Pike,U.S. Senator,Democratic,Carla (Coffee) Wright,147
Pike,U.S. Senator,Democratic,Angelica Earl,47
Pike,U.S. Senator,Democratic,Leonard Joseph Steinman II,94
Pike,U.S. Senator,Democratic,John Hogan,107
Pike,U.S. Senator,Democratic,Travis Gonzalez,41
Pike,U.S. Senator,Democratic,David Faust,118
Pike,U.S. Senator,Democratic,Claire McCaskill,"1,229"
Pike,U.S. Senator,Libertarian,Japheth Campbell,9
Pike,U.S. Senator,Green,Jo Crain,1
Pike,U.S. Senator,Green,Jerome Bauer,2
Pike,State Auditor,Republican,Kevin M. Roach,363
Pike,State Auditor,Republican,David Wasinger,756
Pike,State Auditor,Republican,Paul Curtman,211
Pike,State Auditor,Republican,Saundra McDowell,522
Pike,State Auditor,Democratic,Nicole Galloway,"1,519"
Pike,State Auditor,Libertarian,Sean O'Toole,10
Pike,State Auditor,Green,Don Fitz,2
Pike,State Auditor,Constitution,Jacob Luetkemeyer,1
Pike,U.S. Representative - District 6,Republican,Sam Graves,"1,824"
Pike,U.S. Representative - District 6,Democratic,Winston Apple,306
Pike,U.S. Representative - District 6,Democratic,Henry Robert Martin,894
Pike,U.S. Representative - District 6,Democratic,Ed Andres,282
Pike,U.S. Representative - District 6,Libertarian,Dan Hogan,9
Pike,State Senator - District 18,Republican,Lindell F Shumake,396
Pike,State Senator - District 18,Republican,Craig Redmon,438
Pike,State Senator - District 18,Republican,Cindy O'Laughlin,941
Pike,State Senator - District 18,Republican,Nate Walker,197
Pike,State Senator - District 18,Democratic,Crystal Stephens,"1,466"
Pike,State Representative - District 40,Republican,Jim Hansen,"1,845"
Pike,Circuit Judge - Circuit 45,Republican,Patrick S. Flynn,"1,228"
Pike,Circuit Judge - Circuit 45,Republican,Chris Kunza Mennemeyer,534
Pike,Circuit Judge - Circuit 45,Republican,Lee Elliott,321
Pike,Circuit Judge - Circuit 45,Democratic,Adam M. Burkemper,"1,587"
Platte,U.S. Senator,Republican,Tony Monetti,924
Platte,U.S. Senator,Republican,Austin Petersen,697
Platte,U.S. Senator,Republican,Josh Hawley,"7,004"
Platte,U.S. Senator,Republican,Fred Ryman,126
Platte,U.S. Senator,Republican,Christina Smith,540
Platte,U.S. Senator,Republican,Kristi Nichols,672
Platte,U.S. Senator,Republican,Bradley Krembs,57
Platte,U.S. Senator,Republican,Ken Patterson,271
